Rank,PlayerID,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,17050,Thomas Rawls,SEA,RB,11,SF,30,209,7,1,3,3,46,1,0,0,43.5,43.5
2,4807,Adrian Peterson,MIN,RB,12,ATL,29,158,5.4,2,4,2,29,0,0,0,35.7,35.7
3,15020,CJ Anderson,DEN,RB,12,NE,15,113,7.5,2,4,4,40,0,0,0,34.3,34.3
4,14385,Doug Martin,TB,RB,11,PHI,27,235,8.7,0,1,0,0,0,0,0,26.5,26.5
5,15138,Eddie Lacy,GB,RB,12,CHI,17,105,6.2,0,5,4,34,1,1,1,25.9,25.9
6,14916,Giovani Bernard,CIN,RB,11,ARI,6,18,3,0,10,8,128,0,1,0,25.6,25.6
7,7580,DeAngelo Williams,PIT,RB,12,SEA,8,29,3.6,1,7,7,88,0,0,0,24.7,24.7
8,11932,LeSean McCoy,BUF,RB,11,NE,20,82,4.1,1,10,6,41,0,0,0,24.3,24.3
9,15261,Spencer Ware,KC,RB,12,BUF,19,114,6,1,3,3,1,0,0,0,23.5,23.5
10,15261,Spencer Ware,KC,RB,11,LAC,11,96,8.7,2,1,1,5,0,0,0,23.1,23.1
11,5451,Jonathan Stewart,CAR,RB,11,WAS,21,102,4.9,0,1,1,12,1,0,0,21.4,21.4
12,2220,Ahmad Bradshaw,IND,RB,11,ATL,9,32,3.6,0,4,4,20,2,0,0,21.2,21.2
13,8066,Darren McFadden,DAL,RB,11,MIA,29,129,4.4,0,3,3,20,0,0,0,20.9,20.9
14,13741,Brandon Bolden,NE,RB,12,DEN,4,11,2.8,0,4,4,84,1,0,0,19.5,19.5
15,16056,James White,NE,RB,11,BUF,2,14,7,1,3,2,32,1,0,0,18.6,18.6
16,16886,Javorius Allen,BAL,RB,12,CLE,12,55,4.6,0,5,4,29,1,0,0,18.4,18.4
17,12239,Chris Ivory,NYJ,RB,12,MIA,21,87,4.1,1,2,2,15,0,0,0,18.2,18.2
17,16189,Alfred Blue,HOU,RB,11,NYJ,21,58,2.8,0,3,3,34,1,0,0,18.2,18.2
19,11932,LeSean McCoy,BUF,RB,12,KC,19,70,3.7,0,5,3,31,1,1,1,18.1,18.1
20,15126,Theo Riddick,DET,RB,12,PHI,2,6,3,0,5,5,62,1,0,0,17.8,17.8
21,14786,Patrick DiMarco,ATL,FB,11,IND,0,0,0,0,4,3,21,2,0,0,17.1,17.1
22,16112,Jeremy Hill,CIN,RB,11,ARI,13,45,3.5,2,0,0,0,0,0,0,16.5,16.5
22,16886,Javorius Allen,BAL,RB,11,LAR,22,67,3,0,6,5,48,0,0,0,16.5,16.5
24,12323,Joique Bell,DET,RB,12,PHI,7,25,3.6,1,3,2,57,0,0,0,16.2,16.2
25,16609,Charles Sims,TB,RB,11,PHI,10,43,4.3,0,4,3,26,1,0,0,15.9,15.9
26,13337,Mark Ingram,NO,RB,12,HOU,9,52,5.8,0,8,6,45,0,0,0,15.7,15.7
26,13158,Shaun Draughn,SF,RB,11,SEA,12,37,3.1,0,11,8,40,0,1,0,15.7,15.7
28,16189,Alfred Blue,HOU,RB,12,NO,16,77,4.8,1,1,1,4,0,0,0,15.1,15.1
29,6198,Darren Sproles,PHI,RB,11,TB,6,21,3.5,0,7,3,38,1,0,0,14.9,14.9
30,15138,Eddie Lacy,GB,RB,11,MIN,22,100,4.5,0,2,1,6,0,0,0,14.6,14.6
31,14046,Ronnie Hillman,DEN,RB,11,CHI,21,102,4.9,0,1,1,2,0,0,0,14.4,14.4
32,17050,Thomas Rawls,SEA,RB,12,PIT,21,81,3.9,1,1,0,0,0,0,0,14.1,14.1
33,12800,Bilal Powell,NYJ,RB,11,HOU,4,22,5.5,0,7,5,67,0,0,0,13.9,13.9
34,15126,Theo Riddick,DET,RB,11,OAK,6,14,2.3,0,6,5,72,0,0,0,13.6,13.6
34,13158,Shaun Draughn,SF,RB,12,ARI,15,51,3.4,0,5,5,35,0,0,0,13.6,13.6
36,16867,Jeremy Langford,CHI,RB,11,DEN,13,25,1.9,1,6,3,17,0,0,0,13.2,13.2
37,4807,Adrian Peterson,MIN,RB,11,GB,13,45,3.5,1,2,2,16,0,1,1,13.1,13.1
38,16834,Tevin Coleman,ATL,RB,12,MIN,18,110,6.1,0,2,0,0,0,1,1,13,13
38,16776,Melvin Gordon,LAC,RB,12,JAX,14,60,4.3,0,5,5,20,0,0,0,13,13
40,14046,Ronnie Hillman,DEN,RB,12,NE,14,59,4.2,1,1,1,0,0,1,0,12.9,12.9
41,16867,Jeremy Langford,CHI,RB,12,GB,12,48,4,1,3,1,5,0,0,0,12.3,12.3
42,16797,TJ Yeldon,JAX,RB,12,LAC,9,36,4,0,5,4,46,0,0,0,12.2,12.2
43,13124,DeMarco Murray,PHI,RB,11,TB,13,64,4.9,0,5,4,27,0,1,1,12.1,12.1
44,12506,James Starks,GB,RB,12,CHI,7,39,5.6,0,5,4,41,0,0,0,12,12
44,5820,Frank Gore,IND,RB,11,ATL,14,34,2.4,0,5,5,46,0,1,1,12,12
46,16771,Todd Gurley,LAR,RB,11,BAL,25,66,2.6,1,0,0,0,0,1,1,11.6,11.6
46,8066,Darren McFadden,DAL,RB,12,CAR,10,11,1.1,0,6,4,45,0,0,0,11.6,11.6
48,16163,Antonio Andrews,TEN,RB,11,JAX,15,78,5.2,0,2,2,16,0,0,0,11.4,11.4
49,16797,TJ Yeldon,JAX,RB,11,TEN,14,54,3.9,0,4,3,28,0,0,0,11.2,11.2
50,16112,Jeremy Hill,CIN,RB,12,LAR,16,86,5.4,0,1,1,14,0,0,0,11,11
51,16847,David Johnson,ARI,RB,12,SF,8,21,2.6,1,4,2,8,0,0,0,10.9,10.9
52,14385,Doug Martin,TB,RB,12,IND,14,97,6.9,0,3,1,1,0,0,0,10.8,10.8
53,5451,Jonathan Stewart,CAR,RB,12,DAL,21,68,3.2,0,4,3,9,0,0,0,10.7,10.7
53,12317,Danny Woodhead,LAC,RB,12,JAX,4,8,2,0,6,6,39,0,0,0,10.7,10.7
55,16847,David Johnson,ARI,RB,11,CIN,2,9,4.5,0,2,2,17,1,1,0,10.6,10.6
56,16626,Tre Mason,LAR,RB,12,CIN,1,-2,-2,0,7,7,37,0,0,0,10.5,10.5
57,14269,Alfred Morris,WAS,RB,12,NYG,23,78,3.4,0,1,1,12,0,0,0,10,10
57,16838,Duke Johnson,CLE,RB,12,BAL,7,27,3.9,0,6,5,23,0,0,0,10,10
59,16909,Jay Ajayi,MIA,RB,12,NYJ,3,6,2,0,6,4,52,0,0,0,9.8,9.8
60,14719,Jonathan Grimes,HOU,RB,11,NYJ,6,37,6.2,0,3,3,28,0,0,0,9.5,9.5
61,15071,Latavius Murray,OAK,RB,12,TEN,22,59,2.7,0,3,1,23,0,0,0,9.2,9.2
61,15020,CJ Anderson,DEN,RB,11,CHI,12,59,4.9,0,2,2,13,0,0,0,9.2,9.2
63,4738,Mike Tolbert,CAR,FB,11,WAS,7,5,0.7,0,2,2,5,1,0,0,9,9
64,15071,Latavius Murray,OAK,RB,11,DET,13,28,2.2,1,0,0,0,0,0,0,8.8,8.8
65,14916,Giovani Bernard,CIN,RB,12,LAR,10,16,1.6,0,3,2,51,0,1,0,8.7,8.7
66,16815,Ameer Abdullah,DET,RB,12,PHI,16,63,3.9,0,2,1,12,0,0,0,8.5,8.5
67,16307,Charcandrick West,KC,RB,11,LAC,11,16,1.5,0,2,2,48,0,0,0,8.4,8.4
68,15224,Andre Ellington,ARI,RB,12,SF,5,24,4.8,0,5,3,22,0,0,0,7.6,7.6
68,12780,Shane Vereen,NYG,RB,12,WAS,2,15,7.5,0,5,4,21,0,0,0,7.6,7.6
70,6828,Chris Johnson,ARI,RB,11,CIN,18,63,3.5,0,2,1,2,0,0,0,7.5,7.5
70,13791,Lamar Miller,MIA,RB,11,DAL,7,44,6.3,0,3,2,11,0,0,0,7.5,7.5
72,16856,Matt Jones,WAS,RB,12,NYG,8,19,2.4,0,1,1,45,0,0,0,7.4,7.4
73,16869,Jalston Fowler,TEN,RB,12,OAK,1,1,1,0,1,1,1,1,0,0,7.2,7.2
74,12296,LeGarrette Blount,NE,RB,11,BUF,16,56,3.5,0,2,1,5,0,0,0,7.1,7.1
75,16609,Charles Sims,TB,RB,12,IND,4,8,2,0,3,3,31,0,0,0,6.9,6.9
76,6198,Darren Sproles,PHI,RB,12,DET,2,4,2,0,6,4,21,0,0,0,6.5,6.5
77,2699,Matt Forte,CHI,RB,12,GB,15,44,2.9,0,1,1,9,0,0,0,6.3,6.3
78,16776,Melvin Gordon,LAC,RB,11,KC,15,37,2.5,0,1,1,12,0,0,0,5.9,5.9
79,5820,Frank Gore,IND,RB,12,TB,19,24,1.3,0,3,2,13,0,0,0,5.7,5.7
80,16815,Ameer Abdullah,DET,RB,11,OAK,12,44,3.7,0,2,1,2,0,0,0,5.6,5.6
80,16163,Antonio Andrews,TEN,RB,12,OAK,11,32,2.9,0,2,1,14,0,0,0,5.6,5.6
80,16909,Jay Ajayi,MIA,RB,11,DAL,4,13,3.2,0,2,2,23,0,0,0,5.6,5.6
80,2220,Ahmad Bradshaw,IND,RB,12,TB,4,6,1.5,0,4,3,20,0,0,0,5.6,5.6
84,12239,Chris Ivory,NYJ,RB,11,HOU,8,36,4.5,0,1,1,9,0,1,0,5.5,5.5
84,12800,Bilal Powell,NYJ,RB,12,MIA,6,28,4.7,0,5,2,7,0,0,0,5.5,5.5
86,12506,James Starks,GB,RB,11,MIN,8,14,1.8,0,1,1,30,0,0,0,5.4,5.4
87,12323,Joique Bell,DET,RB,11,OAK,6,22,3.7,0,1,1,18,0,0,0,5,5
87,13255,Matt Asiata,MIN,RB,12,ATL,1,3,3,0,3,3,17,0,0,0,5,5
89,14533,Robert Turbin,DAL,RB,11,MIA,7,35,5,0,2,1,3,0,0,0,4.8,4.8
89,8649,Rashad Jennings,NYG,RB,12,WAS,6,14,2.3,0,3,2,14,0,0,0,4.8,4.8
89,17089,Terron Ward,ATL,RB,11,IND,2,2,1,0,4,3,16,0,0,0,4.8,4.8
92,15102,Chris Thompson,WAS,RB,11,CAR,4,10,2.5,0,4,3,7,0,1,0,4.7,4.7
93,16524,Devonta Freeman,ATL,RB,11,IND,3,43,14.3,0,0,0,0,0,0,0,4.3,4.3
93,14719,Jonathan Grimes,HOU,RB,12,NO,7,25,3.6,0,1,1,8,0,0,0,4.3,4.3
93,14901,Kyle Juszczyk,BAL,FB,11,LAR,2,3,1.5,0,5,3,10,0,0,0,4.3,4.3
93,13791,Lamar Miller,MIA,RB,12,NYJ,5,2,0.4,0,4,3,11,0,0,0,4.3,4.3
97,15018,Denard Robinson,JAX,RB,12,LAC,3,23,7.7,0,1,1,9,0,0,0,4.2,4.2
97,5701,Fred Jackson,SEA,RB,11,SF,4,11,2.8,0,2,2,11,0,0,0,4.2,4.2
99,15185,Kenjon Barner,PHI,RB,12,DET,7,30,4.3,0,1,1,1,0,0,0,4.1,4.1
100,16771,Todd Gurley,LAR,RB,12,CIN,9,19,2.1,0,2,1,11,0,0,0,4,4
101,16834,Tevin Coleman,ATL,RB,11,IND,17,48,2.8,0,2,0,0,0,1,1,3.8,3.8
101,11220,Dexter McCluster,TEN,RB,11,JAX,2,0,0,0,2,2,18,0,0,0,3.8,3.8
101,14901,Kyle Juszczyk,BAL,FB,12,CLE,0,0,0,0,4,2,18,0,0,0,3.8,3.8
104,15185,Kenjon Barner,PHI,RB,11,TB,7,37,5.3,0,1,0,0,0,0,0,3.7,3.7
104,16142,Terrance West,BAL,RB,12,CLE,7,37,5.3,0,0,0,0,0,0,0,3.7,3.7
104,14789,Jamize Olawale,OAK,FB,11,DET,4,12,3,0,1,1,15,0,0,0,3.7,3.7
104,13735,Chris Polk,HOU,RB,12,NO,6,21,3.5,0,1,1,6,0,0,0,3.7,3.7
108,14620,Will Johnson,PIT,FB,12,SEA,0,0,0,0,2,2,16,0,0,0,3.6,3.6
109,17199,Akeem Hunt,HOU,RB,12,NO,3,27,9,0,1,1,-2,0,0,0,3.5,3.5
109,16510,Jerick McKinnon,MIN,RB,11,GB,0,0,0,0,3,2,15,0,0,0,3.5,3.5
111,16510,Jerick McKinnon,MIN,RB,12,ATL,5,33,6.6,0,0,0,0,0,0,0,3.3,3.3
112,16427,Ka'Deem Carey,CHI,RB,11,DEN,9,32,3.6,0,0,0,0,0,0,0,3.2,3.2
113,5701,Fred Jackson,SEA,RB,12,PIT,1,4,4,0,2,2,7,0,0,0,3.1,3.1
114,13124,DeMarco Murray,PHI,RB,12,DET,14,30,2.1,0,0,0,0,0,0,0,3,3
114,15207,Benjamin Cunningham,LAR,RB,11,BAL,1,0,0,0,2,1,20,0,0,0,3,3
114,16031,Damien Williams,MIA,RB,12,NYJ,0,0,0,0,4,2,10,0,0,0,3,3
117,14917,Rex Burkhead,CIN,RB,12,LAR,2,4,2,0,2,2,4,0,0,0,2.8,2.8
118,15018,Denard Robinson,JAX,RB,11,TEN,7,27,3.9,0,0,0,0,0,0,0,2.7,2.7
118,12296,LeGarrette Blount,NE,RB,12,DEN,9,27,3,0,0,0,0,0,0,0,2.7,2.7
118,15207,Benjamin Cunningham,LAR,RB,12,CIN,2,12,6,0,3,1,5,0,0,0,2.7,2.7
121,9369,Justin Forsett,BAL,RB,11,LAR,4,26,6.5,0,0,0,0,0,0,0,2.6,2.6
121,12317,Danny Woodhead,LAC,RB,11,KC,6,7,1.2,0,2,1,9,0,0,0,2.6,2.6
121,15102,Chris Thompson,WAS,RB,12,NYG,2,7,3.5,0,1,1,9,0,0,0,2.6,2.6
121,10949,CJ Spiller,NO,RB,12,HOU,1,-2,-2,0,3,2,8,0,0,0,2.6,2.6
121,16056,James White,NE,RB,12,DEN,3,1,0.3,0,5,2,5,0,0,0,2.6,2.6
126,17089,Terron Ward,ATL,RB,12,MIN,5,7,1.4,0,2,1,8,0,0,0,2.5,2.5
127,14533,Robert Turbin,DAL,RB,12,CAR,2,11,5.5,0,1,1,1,0,0,0,2.2,2.2
127,733,Jerome Felton,BUF,FB,12,KC,0,0,0,0,1,1,12,0,0,0,2.2,2.2
127,16856,Matt Jones,WAS,RB,11,CAR,5,0,0,0,2,2,12,0,1,1,2.2,2.2
130,13255,Matt Asiata,MIN,RB,11,GB,0,0,0,0,1,1,9,0,0,0,1.9,1.9
131,15616,Fozzy Whittaker,CAR,RB,11,WAS,2,6,3,0,1,1,2,0,0,0,1.8,1.8
131,15555,Zach Line,MIN,FB,12,ATL,0,0,0,0,2,1,8,0,0,0,1.8,1.8
133,14789,Jamize Olawale,OAK,FB,12,TEN,2,17,8.5,0,1,0,0,0,0,0,1.7,1.7
133,6828,Chris Johnson,ARI,RB,12,SF,12,17,1.4,0,0,0,0,0,0,0,1.7,1.7
133,15555,Zach Line,MIN,FB,11,GB,0,0,0,0,1,1,7,0,0,0,1.7,1.7
133,15224,Andre Ellington,ARI,RB,11,CIN,2,2,1,0,2,1,5,0,0,0,1.7,1.7
133,14917,Rex Burkhead,CIN,RB,11,ARI,0,0,0,0,1,1,7,0,0,0,1.7,1.7
133,3382,Marcel Reece,OAK,FB,12,TEN,0,0,0,0,1,1,7,0,0,0,1.7,1.7
139,4738,Mike Tolbert,CAR,FB,12,DAL,4,16,4,0,1,0,0,0,0,0,1.6,1.6
139,17360,Rod Smith,DAL,RB,12,CAR,0,0,0,0,1,1,6,0,0,0,1.6,1.6
139,16534,Roosevelt Nix,PIT,RB,12,SEA,0,0,0,0,1,1,6,0,0,0,1.6,1.6
142,13741,Brandon Bolden,NE,RB,11,BUF,4,15,3.8,0,1,0,0,0,0,0,1.5,1.5
143,16869,Jalston Fowler,TEN,RB,11,JAX,0,0,0,0,1,1,2,0,0,0,1.2,1.2
144,16915,Karlos Williams,BUF,RB,11,NE,6,11,1.8,0,0,0,0,0,1,0,1.1,1.1
144,16955,Malcolm Johnson,CLE,FB,12,BAL,0,0,0,0,1,1,1,0,0,0,1.1,1.1
146,16898,David Cobb,TEN,RB,12,OAK,3,8,2.7,0,1,0,0,0,0,0,0.8,0.8
146,12285,Anthony Dixon,BUF,RB,12,KC,2,8,4,0,0,0,0,0,0,0,0.8,0.8
148,16127,Isaiah Crowell,CLE,RB,12,BAL,7,7,1,0,0,0,0,0,0,0,0.7,0.7
149,13852,Bobby Rainey,TB,RB,11,PHI,1,5,5,0,0,0,0,0,1,0,0.5,0.5
149,16915,Karlos Williams,BUF,RB,12,KC,2,5,2.5,0,0,0,0,0,0,0,0.5,0.5
149,12774,Stevan Ridley,NYJ,RB,11,HOU,4,0,0,0,1,1,-5,0,0,0,0.5,0.5
152,17199,Akeem Hunt,HOU,RB,11,NYJ,2,4,2,0,1,0,0,0,0,0,0.4,0.4
152,1589,John Kuhn,GB,FB,11,MIN,1,4,4,0,0,0,0,0,0,0,0.4,0.4
154,16210,Jay Prosch,HOU,FB,11,NYJ,1,3,3,0,0,0,0,0,0,0,0.3,0.3
154,13163,Roy Helu,OAK,RB,12,TEN,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
154,16287,Juwan Thompson,DEN,RB,12,NE,1,3,3,0,0,0,0,0,0,0,0.3,0.3
157,13063,Taiwan Jones,OAK,RB,11,DET,1,2,2,0,0,0,0,0,0,0,0.2,0.2
157,3382,Marcel Reece,OAK,FB,11,DET,2,2,1,0,1,0,0,0,0,0,0.2,0.2
157,16008,Orleans Darkwa,NYG,RB,12,WAS,2,2,1,0,1,0,0,0,0,0,0.2,0.2
157,8604,Donald Brown,LAC,RB,12,JAX,3,2,0.7,0,2,0,0,0,0,0,0.2,0.2
157,15230,Stepfan Taylor,ARI,RB,12,SF,1,2,2,0,0,0,0,0,0,0,0.2,0.2
162,15497,George Winn,DET,RB,12,PHI,3,1,0.3,0,0,0,0,0,0,0,0.1,0.1
162,15045,Knile Davis,KC,RB,12,BUF,1,1,1,0,0,0,0,0,0,0,0.1,0.1
162,16402,Andre Williams,NYG,RB,12,WAS,2,1,0.5,0,0,0,0,0,0,0,0.1,0.1
162,12774,Stevan Ridley,NYJ,RB,12,MIA,2,1,0.5,0,0,0,0,0,0,0,0.1,0.1
162,15631,Derrick Coleman,SEA,FB,12,PIT,1,1,1,0,0,0,0,0,0,0,0.1,0.1
167,11413,Toby Gerhart,JAX,RB,11,TEN,0,0,0,0,0,0,0,0,0,0,0,0
167,15497,George Winn,DET,RB,11,OAK,0,0,0,0,0,0,0,0,0,0,0,0
167,16928,Michael Burton,DET,FB,11,OAK,0,0,0,0,0,0,0,0,0,0,0,0
167,16240,Zurlon Tipton,IND,RB,11,ATL,0,0,0,0,0,0,0,0,0,0,0,0
167,14891,Tommy Bohanon,NYJ,FB,11,HOU,0,0,0,0,0,0,0,0,0,0,0,0
167,14538,Jorvorskie Lane,TB,FB,11,PHI,0,0,0,0,0,0,0,0,0,0,0,0
167,11439,Antone Smith,CHI,RB,11,DEN,0,0,0,0,0,0,0,0,0,0,0,0
167,16287,Juwan Thompson,DEN,RB,11,CHI,0,0,0,0,0,0,0,0,0,0,0,0
167,16966,Aaron Ripkowski,GB,FB,11,MIN,0,0,0,0,0,0,0,0,0,0,0,0
167,15596,Chase Reynolds,LAR,RB,11,BAL,0,0,0,0,0,0,0,0,0,0,0,0
167,17217,Raheem Mostert,BAL,RB,11,LAR,0,0,0,0,0,0,0,0,0,0,0,0
167,13527,Tyler Clutts,DAL,FB,11,MIA,0,0,0,0,0,0,0,0,0,0,0,0
167,17360,Rod Smith,DAL,RB,11,MIA,0,0,0,0,0,0,0,0,0,0,0,0
167,16031,Damien Williams,MIA,RB,11,DAL,0,0,0,0,0,0,0,0,0,0,0,0
167,11969,Darrel Young,WAS,FB,11,CAR,0,0,0,0,0,0,0,0,0,0,0,0
167,14269,Alfred Morris,WAS,RB,11,CAR,2,0,0,0,0,0,0,0,0,0,0,0
167,11737,Cedric Peerman,CIN,RB,11,ARI,0,0,0,0,0,0,0,0,0,0,0,0
167,15230,Stepfan Taylor,ARI,RB,11,CIN,0,0,0,0,0,0,0,0,0,0,0,0
167,13446,Bruce Miller,SF,FB,11,SEA,0,0,0,0,0,0,0,0,0,0,0,0
167,15467,Kendall Gaskins,SF,FB,11,SEA,0,0,0,0,0,0,0,0,0,0,0,0
167,14352,Travaris Cadet,SF,RB,11,SEA,0,0,0,0,0,0,0,0,0,0,0,0
167,12787,Nick Bellore,SF,RB,11,SEA,0,0,0,0,0,0,0,0,0,0,0,0
167,12649,Will Tukuafu,SEA,FB,11,SF,0,0,0,0,0,0,0,0,0,0,0,0
167,15631,Derrick Coleman,SEA,FB,11,SF,0,0,0,0,0,0,0,0,0,0,0,0
167,13418,Anthony Sherman,KC,FB,11,LAC,0,0,0,0,0,0,0,0,0,0,0,0
167,8604,Donald Brown,LAC,RB,11,KC,0,0,0,0,0,0,0,0,0,0,0,0
167,12285,Anthony Dixon,BUF,RB,11,NE,0,0,0,0,0,0,0,0,0,0,0,0
167,733,Jerome Felton,BUF,FB,11,NE,0,0,0,0,0,0,0,0,0,0,0,0
167,16928,Michael Burton,DET,FB,12,PHI,0,0,0,0,0,0,0,0,0,0,0,0
167,13527,Tyler Clutts,DAL,FB,12,CAR,0,0,0,0,0,0,0,0,0,0,0,0
167,15616,Fozzy Whittaker,CAR,RB,12,DAL,0,0,0,0,0,0,0,0,0,0,0,0
167,1589,John Kuhn,GB,FB,12,CHI,0,0,0,0,0,0,0,0,0,0,0,0
167,11439,Antone Smith,CHI,RB,12,GB,0,0,0,0,0,0,0,0,0,0,0,0
167,16966,Aaron Ripkowski,GB,FB,12,CHI,0,0,0,0,0,0,0,0,0,0,0,0
167,16178,Bishop Sankey,TEN,RB,12,OAK,0,0,0,0,0,0,0,0,0,0,0,0
167,13418,Anthony Sherman,KC,FB,12,BUF,0,0,0,0,0,0,0,0,0,0,0,0
167,13800,Marcus Thigpen,BUF,RB,12,KC,0,0,0,0,0,0,0,0,0,0,0,0
167,13852,Bobby Rainey,TB,RB,12,IND,0,0,0,0,0,0,0,0,0,0,0,0
167,14788,Dan Herron,IND,RB,12,TB,0,0,0,0,0,0,0,0,0,0,0,0
167,14538,Jorvorskie Lane,TB,FB,12,IND,0,0,0,0,0,0,0,0,0,0,0,0
167,11969,Darrel Young,WAS,FB,12,NYG,0,0,0,0,0,0,0,0,0,0,0,0
167,16120,Nikita Whitlock,NYG,RB,12,WAS,0,0,0,0,0,0,0,0,0,0,0,0
167,16210,Jay Prosch,HOU,FB,12,NO,0,0,0,0,0,0,0,0,0,0,0,0
167,16989,Marcus Murphy,NO,RB,12,HOU,0,0,0,0,0,0,0,0,0,0,0,0
167,2262,Tim Hightower,NO,RB,12,HOU,0,0,0,0,0,0,0,0,0,0,0,0
167,14786,Patrick DiMarco,ATL,FB,12,MIN,0,0,0,0,0,0,0,0,0,0,0,0
167,11737,Cedric Peerman,CIN,RB,12,LAR,0,0,0,0,0,0,0,0,0,0,0,0
167,15596,Chase Reynolds,LAR,RB,12,CIN,0,0,0,0,0,0,0,0,0,0,0,0
167,11413,Toby Gerhart,JAX,RB,12,LAC,0,0,0,0,0,0,0,0,0,0,0,0
167,14891,Tommy Bohanon,NYJ,FB,12,MIA,0,0,0,0,1,0,0,0,0,0,0,0
167,15467,Kendall Gaskins,SF,FB,12,ARI,0,0,0,0,0,0,0,0,0,0,0,0
167,12787,Nick Bellore,SF,RB,12,ARI,0,0,0,0,0,0,0,0,0,0,0,0
167,13446,Bruce Miller,SF,FB,12,ARI,0,0,0,0,0,0,0,0,0,0,0,0
167,13102,Jordan Todman,PIT,RB,12,SEA,0,0,0,0,0,0,0,0,0,0,0,0
167,12649,Will Tukuafu,SEA,FB,12,PIT,0,0,0,0,0,0,0,0,0,0,0,0
167,17217,Raheem Mostert,BAL,RB,12,CLE,0,0,0,0,0,0,0,0,0,0,0,0
167,16740,Glenn Winston,CLE,RB,12,BAL,0,0,0,0,0,0,0,0,0,0,0,0
224,16898,David Cobb,TEN,RB,11,JAX,4,-3,-0.8,0,0,0,0,0,0,0,-0.3,-0.3
