Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,11056,Antonio Brown,PIT,WR,3,TB,30,26,8500,25.21
2,16389,Odell Beckham Jr,NYG,WR,4,NO,31,32,8700,20.75
3,17960,Michael Thomas,NO,WR,3,ATL,14,18,8900,20.66
4,17960,Michael Thomas,NO,WR,4,NYG,12,9,9100,20.47
5,11056,Antonio Brown,PIT,WR,4,BAL,3,16,8800,20.01
6,14986,DeAndre Hopkins,HOU,WR,4,IND,11,1,8400,19.04
7,13291,Julio Jones,ATL,WR,3,NO,29,32,7900,18.7
8,13291,Julio Jones,ATL,WR,4,CIN,23,9,8200,18.2
9,14986,DeAndre Hopkins,HOU,WR,3,NYG,4,6,8300,17.98
10,15076,Keenan Allen,LAC,WR,4,SF,28,27,8300,17.96
11,12845,AJ Green,CIN,WR,4,ATL,27,21,7500,17.79
12,16389,Odell Beckham Jr,NYG,WR,3,HOU,10,5,8200,17.66
13,18082,Tyreek Hill,KC,WR,3,SF,23,25,8500,17.65
14,12845,AJ Green,CIN,WR,3,CAR,12,10,7500,17.52
15,15534,Adam Thielen,MIN,WR,4,LAR,1,1,6500,17.25
16,16597,Mike Evans,TB,WR,3,PIT,29,29,7400,17.06
17,16020,Jarvis Landry,CLE,WR,4,OAK,21,29,7400,16.95
18,15076,Keenan Allen,LAC,WR,3,LAR,1,1,7700,16.68
19,15534,Adam Thielen,MIN,WR,3,BUF,31,20,7800,16.67
20,16470,Davante Adams,GB,WR,4,BUF,20,15,7800,16.59
21,16597,Mike Evans,TB,WR,4,CHI,9,20,7900,16.47
22,18082,Tyreek Hill,KC,WR,4,DEN,19,17,8100,16.12
23,18883,Juju Smith-Schuster,PIT,WR,3,TB,30,26,7000,16.09
24,16906,Stefon Diggs,MIN,WR,3,BUF,31,20,7700,16.01
25,18883,Juju Smith-Schuster,PIT,WR,4,BAL,3,16,7100,15.94
26,16470,Davante Adams,GB,WR,3,WAS,2,4,7600,15.91
27,11611,Golden Tate,DET,WR,3,NE,24,25,6700,15.71
28,14005,T.Y. Hilton,IND,WR,4,HOU,17,8,7000,15.57
29,14005,T.Y. Hilton,IND,WR,3,PHI,19,27,6700,15.43
30,11063,Emmanuel Sanders,DEN,WR,4,KC,32,23,6900,15.31
31,16906,Stefon Diggs,MIN,WR,4,LAR,1,1,6100,15.03
32,11611,Golden Tate,DET,WR,4,DAL,4,2,6600,14.78
33,16020,Jarvis Landry,CLE,WR,3,NYJ,4,17,7100,14.77
34,16263,Allen Robinson,CHI,WR,4,TB,29,28,5900,14.63
35,16781,Nelson Agholor,PHI,WR,3,IND,11,7,6100,14.57
36,16568,Brandin Cooks,LAR,WR,4,MIN,14,5,6400,14.51
37,17916,Will Fuller,HOU,WR,4,IND,11,1,6800,14.36
38,11063,Emmanuel Sanders,DEN,WR,3,BAL,6,16,6400,14.33
39,16263,Allen Robinson,CHI,WR,3,ARI,27,9,6800,14.23
40,16568,Brandin Cooks,LAR,WR,3,LAC,21,21,7500,14.15
40,16765,Amari Cooper,OAK,WR,3,MIA,5,3,6600,14.15
42,17961,Sterling Shepard,NYG,WR,4,NO,31,32,4900,14.13
42,11197,Demaryius Thomas,DEN,WR,4,KC,32,23,5500,14.13
44,14871,Robert Woods,LAR,WR,4,MIN,14,5,5400,13.86
45,11197,Demaryius Thomas,DEN,WR,3,BAL,6,16,5200,13.44
46,5571,Larry Fitzgerald,ARI,WR,3,CHI,15,30,6300,13.36
47,17916,Will Fuller,HOU,WR,3,NYG,4,6,5900,13.33
48,16765,Amari Cooper,OAK,WR,4,CLE,7,11,5600,13.26
49,9331,Michael Crabtree,BAL,WR,4,PIT,30,30,5500,13.25
50,18882,Cooper Kupp,LAR,WR,4,MIN,14,5,5100,13.23
51,18977,Kenny Golladay,DET,WR,4,DAL,4,2,6500,13.14
52,16063,Quincy Enunwa,NYJ,WR,3,CLE,14,20,5600,13.1
53,14828,Chris Hogan,NE,WR,3,DET,25,14,6200,13.09
54,16781,Nelson Agholor,PHI,WR,4,TEN,6,19,5700,12.99
55,18977,Kenny Golladay,DET,WR,3,NE,24,25,5900,12.92
56,16802,Devin Funchess,CAR,WR,3,CIN,25,17,5000,12.73
57,13870,Marvin Jones,DET,WR,3,NE,24,25,5500,12.71
58,14871,Robert Woods,LAR,WR,3,LAC,21,21,5600,12.67
59,19514,Keelan Cole,JAX,WR,4,NYJ,5,14,5400,12.59
60,18882,Cooper Kupp,LAR,WR,3,LAC,21,21,5400,12.52
61,17986,Tyler Boyd,CIN,WR,4,ATL,27,21,4600,12.47
62,16640,John Brown,BAL,WR,4,PIT,30,30,5800,12.42
63,18879,Corey Davis,TEN,WR,4,PHI,13,22,5300,12.4
63,9331,Michael Crabtree,BAL,WR,3,DEN,18,19,5000,12.4
65,13227,Randall Cobb,GB,WR,3,WAS,2,4,5200,12.35
66,5571,Larry Fitzgerald,ARI,WR,4,SEA,15,18,5000,12.3
67,13870,Marvin Jones,DET,WR,4,DAL,4,2,5200,12.29
68,19802,Calvin Ridley,ATL,WR,4,CIN,23,9,4900,12.22
69,15196,Kenny Stills,MIA,WR,3,OAK,16,12,5800,12.18
70,13460,Doug Baldwin,SEA,WR,4,ARI,18,4,5500,12.1
71,3943,DeSean Jackson,TB,WR,3,PIT,29,29,5500,11.97
72,19514,Keelan Cole,JAX,WR,3,TEN,17,31,5600,11.94
73,15196,Kenny Stills,MIA,WR,4,NE,24,26,5800,11.93
74,16003,Sammy Watkins,KC,WR,4,DEN,19,17,5300,11.91
75,16063,Quincy Enunwa,NYJ,WR,4,JAX,1,3,4300,11.87
76,16830,Tyler Lockett,SEA,WR,3,DAL,3,2,6200,11.78
76,6767,Pierre Garcon,SF,WR,3,KC,32,29,5300,11.78
78,16640,John Brown,BAL,WR,3,DEN,18,19,4800,11.59
79,18914,Mike Williams,LAC,WR,4,SF,28,27,4500,11.3
80,16003,Sammy Watkins,KC,WR,3,SF,23,25,5100,11.18
81,14828,Chris Hogan,NE,WR,4,MIA,10,7,5800,11.05
82,12109,Ted Ginn,NO,WR,3,ATL,14,18,4700,11.03
82,18879,Corey Davis,TEN,WR,3,JAX,8,8,4400,11.03
84,16830,Tyler Lockett,SEA,WR,4,ARI,18,4,5100,10.99
85,18269,Geronimo Allison,GB,WR,4,BUF,20,15,4700,10.56
86,17986,Tyler Boyd,CIN,WR,3,CAR,12,10,3700,10.5
87,12109,Ted Ginn,NO,WR,4,NYG,12,9,4600,10.49
88,17961,Sterling Shepard,NYG,WR,3,HOU,10,5,4500,10.48
89,3943,DeSean Jackson,TB,WR,4,CHI,9,20,5700,10.41
90,13227,Randall Cobb,GB,WR,4,BUF,20,15,5100,10.25
91,18880,Chris Godwin,TB,WR,4,CHI,9,20,4500,10.2
92,14865,Marquise Goodwin,SF,WR,3,KC,32,29,5500,10.16
93,4556,Jordy Nelson,OAK,WR,4,CLE,7,11,4700,10.13
94,18992,Dede Westbrook,JAX,WR,3,TEN,17,31,4600,10.11
95,18880,Chris Godwin,TB,WR,3,PIT,29,29,4300,10.01
96,18269,Geronimo Allison,GB,WR,3,WAS,2,4,4500,10
97,16866,Jamison Crowder,WAS,WR,3,GB,22,28,4200,9.92
98,16411,Ryan Grant,IND,WR,3,PHI,19,27,4100,9.65
99,18187,Robby Anderson,NYJ,WR,3,CLE,14,20,4900,9.61
100,14187,Alshon Jeffery,PHI,WR,4,TEN,6,19,5700,9.58
100,11667,Brandon Marshall,SEA,WR,3,DAL,3,2,5100,9.58
102,19802,Calvin Ridley,ATL,WR,3,NO,29,32,3700,9.51
103,19917,Antonio Callaway,CLE,WR,3,NYJ,4,17,4400,9.5
104,19917,Antonio Callaway,CLE,WR,4,OAK,21,29,4300,9.49
105,14865,Marquise Goodwin,SF,WR,4,LAC,26,31,4800,9.46
106,19815,Christian Kirk,ARI,WR,4,SEA,15,18,3700,9.45
107,16550,Kelvin Benjamin,BUF,WR,4,GB,22,25,3600,9.42
108,9906,Danny Amendola,MIA,WR,4,NE,24,26,4100,9.39
109,13878,Mohamed Sanu,ATL,WR,3,NO,29,32,3800,9.26
110,16129,Taylor Gabriel,CHI,WR,4,TB,29,28,3900,9.24
111,16232,Donte Moncrief,JAX,WR,3,TEN,17,31,3800,9.22
112,16694,Paul Richardson,WAS,WR,3,GB,22,28,4300,9.2
113,4556,Jordy Nelson,OAK,WR,3,MIA,5,3,4400,8.94
113,9906,Danny Amendola,MIA,WR,3,OAK,16,12,4400,8.94
115,13878,Mohamed Sanu,ATL,WR,4,CIN,23,9,3600,8.86
116,16141,Willie Snead,BAL,WR,4,PIT,30,30,3900,8.69
117,14141,Cole Beasley,DAL,WR,3,SEA,20,23,4700,8.54
118,18992,Dede Westbrook,JAX,WR,4,NYJ,5,14,4400,8.42
119,16308,Albert Wilson,MIA,WR,3,OAK,16,12,3600,8.38
120,16775,Devante Parker,MIA,WR,4,NE,24,26,3500,8.37
121,17048,Tyrell Williams,LAC,WR,4,SF,28,27,3700,8.35
122,11667,Brandon Marshall,SEA,WR,4,ARI,18,4,4000,8.34
123,18914,Mike Williams,LAC,WR,3,LAR,1,1,4000,8.31
124,19854,Dante Pettis,SF,WR,3,KC,32,29,4300,8.3
125,17048,Tyrell Williams,LAC,WR,3,LAR,1,1,4000,8.28
126,16411,Ryan Grant,IND,WR,4,HOU,17,8,4200,8.24
127,16141,Willie Snead,BAL,WR,3,DEN,18,19,4000,8.23
128,13693,Terrelle Pryor,NYJ,WR,3,CLE,14,20,3800,8.22
129,6767,Pierre Garcon,SF,WR,4,LAC,26,31,4600,8.13
130,16775,Devante Parker,MIA,WR,3,OAK,16,12,4100,8.1
131,14587,Josh Gordon,NE,WR,4,MIA,10,7,6200,8
132,16550,Kelvin Benjamin,BUF,WR,3,MIN,13,11,3700,7.81
133,14141,Cole Beasley,DAL,WR,4,DET,16,5,3900,7.8
134,17939,Josh Doctson,WAS,WR,3,GB,22,28,3700,7.76
135,16308,Albert Wilson,MIA,WR,4,NE,24,26,3700,7.7
136,18971,Taywan Taylor,TEN,WR,4,PHI,13,22,4000,7.62
137,16232,Donte Moncrief,JAX,WR,4,NYJ,5,14,3600,7.58
137,16129,Taylor Gabriel,CHI,WR,3,ARI,27,9,4300,7.58
139,19844,D.J. Moore,CAR,WR,3,CIN,25,17,3800,7.55
140,19800,Courtland Sutton,DEN,WR,4,KC,32,23,3400,7.44
141,18089,Rashard Higgins,CLE,WR,3,NYJ,4,17,3000,7.43
142,18187,Robby Anderson,NYJ,WR,4,JAX,1,3,3600,7.36
143,14465,Jarius Wright,CAR,WR,3,CIN,25,17,3700,7.29
144,16790,Phillip Dorsett,NE,WR,3,DET,25,14,5100,7.28
145,16146,Martavis Bryant,OAK,WR,3,MIA,5,3,3400,7.13
145,13788,Rishard Matthews,TEN,WR,3,JAX,8,8,3600,7.13
147,16146,Martavis Bryant,OAK,WR,4,CLE,7,11,3400,7.03
148,19800,Courtland Sutton,DEN,WR,3,BAL,6,16,3500,6.97
149,19865,James Washington,PIT,WR,3,TB,30,26,3600,6.85
149,19815,Christian Kirk,ARI,WR,3,CHI,15,30,3800,6.85
151,16790,Phillip Dorsett,NE,WR,4,MIA,10,7,4500,6.69
151,18089,Rashard Higgins,CLE,WR,4,OAK,21,29,3400,6.69
153,16253,Allen Hurns,DAL,WR,4,DET,16,5,3600,6.58
154,16664,Bruce Ellington,HOU,WR,3,NYG,4,6,3500,6.49
155,19864,Anthony Miller,CHI,WR,3,ARI,27,9,3900,6.43
156,16253,Allen Hurns,DAL,WR,3,SEA,20,23,3900,6.41
157,18881,John Ross,CIN,WR,3,CAR,12,10,3500,6.38
158,13856,Deonte Thompson,DAL,WR,3,SEA,20,23,3900,6.29
159,18926,Zay Jones,BUF,WR,3,MIN,13,11,3500,6.18
160,18881,John Ross,CIN,WR,4,ATL,27,21,3300,6.17
161,12830,Torrey Smith,CAR,WR,3,CIN,25,17,3500,6.16
162,19865,James Washington,PIT,WR,4,BAL,3,16,3600,6.03
163,15974,Jordan Matthews,PHI,WR,3,IND,11,7,null,5.96
164,15509,Jaron Brown,SEA,WR,3,DAL,3,2,3900,5.95
164,18361,Chester Rogers,IND,WR,3,PHI,19,27,3300,5.95
166,18971,Taywan Taylor,TEN,WR,3,JAX,8,8,3600,5.93
167,18103,Jakeem Grant,MIA,WR,4,NE,24,26,3900,5.84
168,13693,Terrelle Pryor,NYJ,WR,4,JAX,1,3,3200,5.81
169,17914,Laquon Treadwell,MIN,WR,4,LAR,1,1,3400,5.77
170,17290,Adam Humphries,TB,WR,4,CHI,9,20,3200,5.72
171,17167,Cameron Meredith,NO,WR,4,NYG,12,9,3700,5.68
172,18058,Tajae Sharpe,TEN,WR,4,PHI,13,22,3100,5.65
173,15215,Tavon Austin,DAL,WR,4,DET,16,5,3600,5.56
174,17290,Adam Humphries,TB,WR,3,PIT,29,29,3300,5.55
175,17914,Laquon Treadwell,MIN,WR,3,BUF,31,20,3500,5.51
176,18974,Chad Williams,ARI,WR,3,CHI,15,30,3000,5.45
177,13887,Travis Benjamin,LAC,WR,4,SF,28,27,3500,5.43
178,14749,Jermaine Kearse,NYJ,WR,4,JAX,1,3,3300,5.41
179,18361,Chester Rogers,IND,WR,4,HOU,17,8,3300,5.39
180,18926,Zay Jones,BUF,WR,4,GB,22,25,3500,5.32
181,19064,Trent Taylor,SF,WR,4,LAC,26,31,3600,5.24
182,15509,Jaron Brown,SEA,WR,4,ARI,18,4,3700,5.19
183,18103,Jakeem Grant,MIA,WR,3,OAK,16,12,3600,5.13
184,15974,Jordan Matthews,PHI,WR,4,TEN,6,19,3600,5.09
185,19064,Trent Taylor,SF,WR,3,KC,32,29,3700,5.05
186,12722,Kamar Aiken,PHI,WR,3,IND,11,7,3500,5.01
187,13856,Deonte Thompson,DAL,WR,4,DET,16,5,3500,4.66
188,19864,Anthony Miller,CHI,WR,4,TB,29,28,3500,4.6
189,16278,Cody Latimer,NYG,WR,3,HOU,10,5,3200,4.58
190,19867,Michael Gallup,DAL,WR,4,DET,16,5,3400,4.51
190,16326,Seth Roberts,OAK,WR,4,CLE,7,11,3200,4.51
192,13264,Andre Holmes,BUF,WR,4,GB,22,25,3300,4.5
193,14749,Jermaine Kearse,NYJ,WR,3,CLE,14,20,3700,4.48
193,16837,Chris Conley,KC,WR,3,SF,23,25,3200,4.48
195,19276,Austin Carr,NO,WR,3,ATL,14,18,3000,4.42
196,16278,Cody Latimer,NYG,WR,4,NO,31,32,3300,4.27
196,16837,Chris Conley,KC,WR,4,DEN,19,17,3200,4.27
198,19897,Tre'Quan Smith,NO,WR,3,ATL,14,18,3400,4.19
199,19060,Shelton Gibson,PHI,WR,3,IND,11,7,3000,4.06
199,18974,Chad Williams,ARI,WR,4,SEA,15,18,3000,4.06
201,19867,Michael Gallup,DAL,WR,3,SEA,20,23,3800,4
202,15150,Cordarrelle Patterson,NE,WR,3,DET,25,14,3300,3.87
203,16456,TJ Jones,DET,WR,3,NE,24,25,3000,3.86
204,19937,Keke Coutee,HOU,WR,4,IND,11,1,3000,3.84
205,18058,Tajae Sharpe,TEN,WR,3,JAX,8,8,3100,3.81
206,19854,Dante Pettis,SF,WR,4,LAC,26,31,3800,3.8
207,15215,Tavon Austin,DAL,WR,3,SEA,20,23,3900,3.76
208,16456,TJ Jones,DET,WR,4,DAL,4,2,3000,3.65
209,15150,Cordarrelle Patterson,NE,WR,4,MIA,10,7,3200,3.64
210,11463,Brandon LaFell,OAK,WR,4,CLE,7,11,3000,3.59
211,16768,Kevin White,CHI,WR,4,TB,29,28,3000,3.58
212,13264,Andre Holmes,BUF,WR,3,MIN,13,11,3000,3.54
213,16919,JJ Nelson,ARI,WR,3,CHI,15,30,3000,3.48
214,14795,Josh Bellamy,CHI,WR,4,TB,29,28,3000,3.37
215,19008,Ryan Switzer,PIT,WR,4,BAL,3,16,3000,3.27
216,15088,Terrance Williams,DAL,WR,3,SEA,20,23,3600,3.23
217,19816,D.J. Chark,JAX,WR,3,TEN,17,31,3000,3.21
218,15088,Terrance Williams,DAL,WR,4,DET,16,5,3000,2.93
219,18030,Chris Moore,BAL,WR,3,DEN,18,19,3000,2.82
220,19897,Tre'Quan Smith,NO,WR,4,NYG,12,9,3400,2.77
221,20250,Robert Foster,BUF,WR,4,GB,22,25,3000,2.73
222,18030,Chris Moore,BAL,WR,4,PIT,30,30,3000,2.71
223,19816,D.J. Chark,JAX,WR,4,NYJ,5,14,3000,2.66
224,11463,Brandon LaFell,OAK,WR,3,MIA,5,3,3300,2.65
225,12722,Kamar Aiken,PHI,WR,4,TEN,6,19,3000,2.6
226,16919,JJ Nelson,ARI,WR,4,SEA,15,18,3000,2.57
227,16868,Justin Hardy,ATL,WR,3,NO,29,32,3000,2.52
228,15066,Brice Butler,DAL,WR,4,DET,16,5,3000,2.51
229,16305,De'Anthony Thomas,KC,WR,3,SF,23,25,3200,2.4
230,20250,Robert Foster,BUF,WR,3,MIN,13,11,3000,2.35
231,19207,Tim Patrick,DEN,WR,4,KC,32,23,3000,2.23
232,19318,Kendrick Bourne,SF,WR,3,KC,32,29,3000,2.19
233,16664,Bruce Ellington,HOU,WR,4,IND,11,1,3300,2.09
233,14850,Russell Shepard,NYG,WR,4,NO,31,32,3000,2.09
235,19207,Tim Patrick,DEN,WR,3,BAL,6,16,3000,1.99
235,17167,Cameron Meredith,NO,WR,3,ATL,14,18,3800,1.99
237,18047,Demarcus Robinson,KC,WR,3,SF,23,25,3000,1.86
238,19916,Daesean Hamilton,DEN,WR,3,BAL,6,16,3000,1.82
238,19276,Austin Carr,NO,WR,4,NYG,12,9,3000,1.82
240,19172,Zach Pascal,IND,WR,4,HOU,17,8,3000,1.79
241,16848,Sammie Coates,HOU,WR,4,IND,11,1,3000,1.76
242,18047,Demarcus Robinson,KC,WR,4,DEN,19,17,3000,1.72
243,14978,Justin Hunter,PIT,WR,4,BAL,3,16,3000,1.69
244,19976,Marquez Valdes-Scantling,GB,WR,3,WAS,2,4,3000,1.68
245,16868,Justin Hardy,ATL,WR,4,CIN,23,9,3000,1.65
246,19976,Marquez Valdes-Scantling,GB,WR,4,BUF,20,15,3000,1.55
247,14795,Josh Bellamy,CHI,WR,3,ARI,27,9,3000,1.47
247,20295,Vyncint Smith,HOU,WR,4,IND,11,1,3000,1.47
249,19318,Kendrick Bourne,SF,WR,4,LAC,26,31,3000,1.42
250,8771,Darrius Heyward-Bey,PIT,WR,4,BAL,3,16,3000,1.39
251,16305,De'Anthony Thomas,KC,WR,4,DEN,19,17,3200,1.35
252,14850,Russell Shepard,NYG,WR,3,HOU,10,5,3000,1.31
252,19008,Ryan Switzer,PIT,WR,3,TB,30,26,3000,1.31
254,19017,Josh Reynolds,LAR,WR,4,MIN,14,5,3000,1.19
255,18673,Jaydon Mickens,JAX,WR,4,NYJ,5,14,3000,1.14
256,16768,Kevin White,CHI,WR,3,ARI,27,9,3000,1.13
257,18673,Jaydon Mickens,JAX,WR,3,TEN,17,31,3000,1.12
258,19017,Josh Reynolds,LAR,WR,3,LAC,21,21,3000,1.11
258,19120,David Moore,SEA,WR,3,DAL,3,2,3000,1.11
260,18197,Alex Erickson,CIN,WR,4,ATL,27,21,3000,1.05
261,18197,Alex Erickson,CIN,WR,3,CAR,12,10,3000,0.97
262,19916,Daesean Hamilton,DEN,WR,4,KC,32,23,3000,0.95
263,20679,Khadarel Hodge,LAR,WR,4,MIN,14,5,3000,0.94
264,19006,Josh Malone,CIN,WR,4,ATL,27,21,3000,0.9
265,13171,Aldrick Robinson,MIN,WR,4,LAR,1,1,3000,0.89
266,13171,Aldrick Robinson,MIN,WR,3,BUF,31,20,3000,0.88
267,19361,Marcus Kemp,KC,WR,3,SF,23,25,3000,0.85
268,19060,Shelton Gibson,PHI,WR,4,TEN,6,19,3000,0.83
269,19922,Justin Watson,TB,WR,4,CHI,9,20,3000,0.79
270,18508,Andy Jones,DET,WR,4,DAL,4,2,null,0.78
270,17070,Darius Jennings,TEN,WR,4,PHI,13,22,3000,0.78
270,14111,Rod Streater,CLE,WR,4,OAK,21,29,3000,0.78
270,19317,Victor Bolden Jr.,SF,WR,4,LAC,26,31,3000,0.78
274,19361,Marcus Kemp,KC,WR,4,DEN,19,17,3000,0.75
275,19935,J'mon Moore,GB,WR,4,BUF,20,15,3000,0.74
275,20006,Russell Gage,ATL,WR,3,NO,29,32,3000,0.74
277,18157,Charone Peake,NYJ,WR,3,CLE,14,20,3000,0.73
277,19317,Victor Bolden Jr.,SF,WR,3,KC,32,29,3000,0.73
279,18116,Cody Core,CIN,WR,4,ATL,27,21,3000,0.72
279,18508,Andy Jones,DET,WR,3,NE,24,25,null,0.72
281,20006,Russell Gage,ATL,WR,4,CIN,23,9,3000,0.71
281,18157,Charone Peake,NYJ,WR,4,JAX,1,3,3000,0.71
283,19961,Ray-Ray McCloud,BUF,WR,4,GB,22,25,3000,0.7
284,18717,Marvin Hall,ATL,WR,4,CIN,23,9,3000,0.69
284,19120,David Moore,SEA,WR,4,ARI,18,4,3000,0.69
284,18443,Maurice Harris,WAS,WR,3,GB,22,28,3000,0.69
284,18116,Cody Core,CIN,WR,3,CAR,12,10,3000,0.69
288,20057,Auden Tate,CIN,WR,4,ATL,27,21,3000,0.67
288,20398,Equanimeous St. Brown,GB,WR,4,BUF,20,15,3000,0.67
288,19100,Stacy Coley,NYG,WR,4,NO,31,32,3000,0.67
291,16946,Geremy Davis,LAC,WR,4,SF,28,27,3000,0.64
292,18445,Mike Thomas,LAR,WR,4,MIN,14,5,null,0.62
292,16529,Freddie Martino,TB,WR,4,CHI,9,20,3000,0.62
292,18445,Mike Thomas,LAR,WR,3,LAC,21,21,3000,0.62
295,16529,Freddie Martino,TB,WR,3,PIT,29,29,3000,0.61
296,16946,Geremy Davis,LAC,WR,3,LAR,1,1,3000,0.59
296,18209,Marcus Johnson,IND,WR,3,PHI,19,27,3000,0.59
298,15268,Nick Williams,TEN,WR,4,PHI,13,22,3000,0.57
299,19172,Zach Pascal,IND,WR,3,PHI,19,27,3000,0.56
300,17964,Braxton Miller,PHI,WR,4,TEN,6,19,null,0.55
